JOBS: 
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
JOB ID = 602, Start Time = 36926, End Time = 36948, Priority: 7
JOB ID = 621, Start Time = 36948, Remaining Time = 6, Priority: 7
JOB ID = 622, Start Time = 36973, End Time = 36982, Priority: 7
JOB ID = 647, Start Time = 36982, End Time = 36991, Priority: 7
JOB ID = 649, Start Time = 36991, Remaining Time = 32, Priority: 7
JOB ID = 660, Start Time = 37016, Remaining Time = 41, Priority: 7
JOB ID = 663, Start Time = 37041, Remaining Time = 71, Priority: 7
JOB ID = 688, Start Time = 37066, Remaining Time = 54, Priority: 7
JOB ID = 706, Start Time = 37091, Remaining Time = 53, Priority: 7
JOB ID = 730, Start Time = 37116, Remaining Time = 11, Priority: 7
JOB ID = 734, Start Time = 37141, Remaining Time = 62, Priority: 7
JOB ID = 756, Start Time = 37166, Remaining Time = 33, Priority: 7
JOB ID = 764, Start Time = 37191, Remaining Time = 12, Priority: 7
JOB ID = 768, Start Time = 37216, Remaining Time = 41, Priority: 7
JOB ID = 769, Start Time = 37241, End Time = 37247, Priority: 7
JOB ID = 806, Start Time = 37247, Remaining Time = 24, Priority: 7
JOB ID = 818, Start Time = 37272, Remaining Time = 13, Priority: 7
JOB ID = 832, Start Time = 37297, Remaining Time = 38, Priority: 7
JOB ID = 835, Start Time = 37322, End Time = 37337, Priority: 7
JOB ID = 838, Start Time = 37337, Remaining Time = 30, Priority: 7
JOB ID = 846, Start Time = 37362, Remaining Time = 37, Priority: 7
JOB ID = 847, Start Time = 37387, End Time = 37396, Priority: 7
JOB ID = 853, Start Time = 37396, Remaining Time = 65, Priority: 7
JOB ID = 865, Start Time = 37421, End Time = 37423, Priority: 7
JOB ID = 866, Start Time = 37423, End Time = 37434, Priority: 7
JOB ID = 882, Start Time = 37434, Remaining Time = 11, Priority: 7
JOB ID = 889, Start Time = 37459, Remaining Time = 34, Priority: 7
JOB ID = 904, Start Time = 37484, Remaining Time = 56, Priority: 7
JOB ID = 925, Start Time = 37509, Remaining Time = 9, Priority: 7
JOB ID = 932, Start Time = 37534, Remaining Time = 51, Priority: 7
JOB ID = 933, Start Time = 37559, Remaining Time = 56, Priority: 7
JOB ID = 945, Start Time = 37584, Remaining Time = 59, Priority: 7
JOB ID = 959, Start Time = 37609, Remaining Time = 28, Priority: 7
JOB ID = 960, Start Time = 37634, Remaining Time = 48, Priority: 7
JOB ID = 971, Start Time = 37659, Remaining Time = 27, Priority: 7
JOB ID = 989, Start Time = 37684, End Time = 37700, Priority: 7
JOB ID = 992, Start Time = 37700, Remaining Time = 48, Priority: 7
JOB ID = 996, Start Time = 37725, Remaining Time = 1, Priority: 7
JOB ID = 5, Re-start Time = 37750, End Time = 37767, Priority: 7
JOB ID = 17, Re-start Time = 37767, Remaining Time = 46, Priority: 7
JOB ID = 22, Re-start Time = 37792, Remaining Time = 28, Priority: 7
JOB ID = 31, Re-start Time = 37817, Remaining Time = 10, Priority: 7
JOB ID = 61, Re-start Time = 37842, Remaining Time = 32, Priority: 7
JOB ID = 64, Re-start Time = 37867, Remaining Time = 5, Priority: 7
JOB ID = 95, Re-start Time = 37892, End Time = 37912, Priority: 7
JOB ID = 106, Re-start Time = 37912, Remaining Time = 38, Priority: 7
JOB ID = 117, Re-start Time = 37937, Remaining Time = 3, Priority: 7
JOB ID = 133, Re-start Time = 37962, Remaining Time = 10, Priority: 7
JOB ID = 152, Re-start Time = 37987, Remaining Time = 2, Priority: 7
JOB ID = 159, Re-start Time = 38012, End Time = 38018, Priority: 7
JOB ID = 192, Re-start Time = 38018, End Time = 38035, Priority: 7
JOB ID = 211, Re-start Time = 38035, Remaining Time = 17, Priority: 7
JOB ID = 214, Re-start Time = 38060, Remaining Time = 47, Priority: 7
JOB ID = 223, Re-start Time = 38085, End Time = 38096, Priority: 7
JOB ID = 251, Re-start Time = 38096, Remaining Time = 44, Priority: 7
JOB ID = 255, Re-start Time = 38121, Remaining Time = 4, Priority: 7
JOB ID = 258, Re-start Time = 38146, Remaining Time = 33, Priority: 7
JOB ID = 270, Re-start Time = 38171, End Time = 38190, Priority: 7
JOB ID = 282, Re-start Time = 38190, Remaining Time = 25, Priority: 7
JOB ID = 284, Re-start Time = 38215, Remaining Time = 6, Priority: 7
JOB ID = 289, Re-start Time = 38240, Remaining Time = 4, Priority: 7
JOB ID = 304, Re-start Time = 38265, Remaining Time = 33, Priority: 7
JOB ID = 309, Re-start Time = 38290, Remaining Time = 28, Priority: 7
JOB ID = 348, Re-start Time = 38315, Remaining Time = 22, Priority: 7
JOB ID = 352, Re-start Time = 38340, Remaining Time = 14, Priority: 7
JOB ID = 373, Re-start Time = 38365, Remaining Time = 15, Priority: 7
JOB ID = 386, Re-start Time = 38390, Remaining Time = 25, Priority: 7
JOB ID = 432, Re-start Time = 38415, End Time = 38424, Priority: 7
JOB ID = 446, Re-start Time = 38424, End Time = 38433, Priority: 7
JOB ID = 448, Re-start Time = 38433, Remaining Time = 45, Priority: 7
JOB ID = 449, Re-start Time = 38458, End Time = 38474, Priority: 7
JOB ID = 472, Re-start Time = 38474, End Time = 38483, Priority: 7
JOB ID = 479, Re-start Time = 38483, Remaining Time = 1, Priority: 7
JOB ID = 482, Re-start Time = 38508, Remaining Time = 18, Priority: 7
JOB ID = 485, Re-start Time = 38533, Remaining Time = 6, Priority: 7
JOB ID = 493, Re-start Time = 38558, End Time = 38577, Priority: 7
JOB ID = 509, Re-start Time = 38577, Remaining Time = 13, Priority: 7
JOB ID = 515, Re-start Time = 38602, End Time = 38610, Priority: 7
JOB ID = 526, Re-start Time = 38610, Remaining Time = 20, Priority: 7
JOB ID = 574, Re-start Time = 38635, Remaining Time = 13, Priority: 7
JOB ID = 576, Re-start Time = 38660, Remaining Time = 19, Priority: 7
JOB ID = 578, Re-start Time = 38685, Remaining Time = 36, Priority: 7
JOB ID = 580, Re-start Time = 38710, Remaining Time = 4, Priority: 7
JOB ID = 596, Re-start Time = 38735, Remaining Time = 46, Priority: 7
JOB ID = 621, Re-start Time = 38760, End Time = 38766, Priority: 7
JOB ID = 649, Re-start Time = 38766, Remaining Time = 7, Priority: 7
JOB ID = 660, Re-start Time = 38791, Remaining Time = 16, Priority: 7
JOB ID = 663, Re-start Time = 38816, Remaining Time = 46, Priority: 7
JOB ID = 688, Re-start Time = 38841, Remaining Time = 29, Priority: 7
JOB ID = 706, Re-start Time = 38866, Remaining Time = 28, Priority: 7
JOB ID = 730, Re-start Time = 38891, End Time = 38902, Priority: 7
JOB ID = 734, Re-start Time = 38902, Remaining Time = 37, Priority: 7
JOB ID = 756, Re-start Time = 38927, Remaining Time = 8, Priority: 7
JOB ID = 764, Re-start Time = 38952, End Time = 38964, Priority: 7
JOB ID = 768, Re-start Time = 38964, Remaining Time = 16, Priority: 7
JOB ID = 806, Re-start Time = 38989, End Time = 39013, Priority: 7
JOB ID = 818, Re-start Time = 39013, End Time = 39026, Priority: 7
JOB ID = 832, Re-start Time = 39026, Remaining Time = 13, Priority: 7
JOB ID = 838, Re-start Time = 39051, Remaining Time = 5, Priority: 7
JOB ID = 846, Re-start Time = 39076, Remaining Time = 12, Priority: 7
JOB ID = 853, Re-start Time = 39101, Remaining Time = 40, Priority: 7
JOB ID = 882, Re-start Time = 39126, End Time = 39137, Priority: 7
JOB ID = 889, Re-start Time = 39137, Remaining Time = 9, Priority: 7
JOB ID = 904, Re-start Time = 39162, Remaining Time = 31, Priority: 7
JOB ID = 925, Re-start Time = 39187, End Time = 39196, Priority: 7
JOB ID = 932, Re-start Time = 39196, Remaining Time = 26, Priority: 7
JOB ID = 933, Re-start Time = 39221, Remaining Time = 31, Priority: 7
JOB ID = 945, Re-start Time = 39246, Remaining Time = 34, Priority: 7
JOB ID = 959, Re-start Time = 39271, Remaining Time = 3, Priority: 7
JOB ID = 960, Re-start Time = 39296, Remaining Time = 23, Priority: 7
JOB ID = 971, Re-start Time = 39321, Remaining Time = 2, Priority: 7
JOB ID = 992, Re-start Time = 39346, Remaining Time = 23, Priority: 7
JOB ID = 996, Re-start Time = 39371, End Time = 39372, Priority: 7
JOB ID = 17, Re-start Time = 39372, Remaining Time = 21, Priority: 7
JOB ID = 22, Re-start Time = 39397, Remaining Time = 3, Priority: 7
JOB ID = 31, Re-start Time = 39422, End Time = 39432, Priority: 7
JOB ID = 61, Re-start Time = 39432, Remaining Time = 7, Priority: 7
JOB ID = 64, Re-start Time = 39457, End Time = 39462, Priority: 7
JOB ID = 106, Re-start Time = 39462, Remaining Time = 13, Priority: 7
JOB ID = 117, Re-start Time = 39487, End Time = 39490, Priority: 7
JOB ID = 133, Re-start Time = 39490, End Time = 39500, Priority: 7
JOB ID = 152, Re-start Time = 39500, End Time = 39502, Priority: 7
JOB ID = 211, Re-start Time = 39502, End Time = 39519, Priority: 7
JOB ID = 214, Re-start Time = 39519, Remaining Time = 22, Priority: 7
JOB ID = 251, Re-start Time = 39544, Remaining Time = 19, Priority: 7
JOB ID = 255, Re-start Time = 39569, End Time = 39573, Priority: 7
JOB ID = 258, Re-start Time = 39573, Remaining Time = 8, Priority: 7
JOB ID = 282, Re-start Time = 39598, End Time = 39623, Priority: 7
JOB ID = 284, Re-start Time = 39623, End Time = 39629, Priority: 7
JOB ID = 289, Re-start Time = 39629, End Time = 39633, Priority: 7
JOB ID = 304, Re-start Time = 39633, Remaining Time = 8, Priority: 7
JOB ID = 309, Re-start Time = 39658, Remaining Time = 3, Priority: 7
JOB ID = 348, Re-start Time = 39683, End Time = 39705, Priority: 7
JOB ID = 352, Re-start Time = 39705, End Time = 39719, Priority: 7
JOB ID = 373, Re-start Time = 39719, End Time = 39734, Priority: 7
JOB ID = 386, Re-start Time = 39734, End Time = 39759, Priority: 7
JOB ID = 448, Re-start Time = 39759, Remaining Time = 20, Priority: 7
JOB ID = 479, Re-start Time = 39784, End Time = 39785, Priority: 7
JOB ID = 482, Re-start Time = 39785, End Time = 39803, Priority: 7
JOB ID = 485, Re-start Time = 39803, End Time = 39809, Priority: 7
JOB ID = 509, Re-start Time = 39809, End Time = 39822, Priority: 7
JOB ID = 526, Re-start Time = 39822, End Time = 39842, Priority: 7
JOB ID = 574, Re-start Time = 39842, End Time = 39855, Priority: 7
JOB ID = 576, Re-start Time = 39855, End Time = 39874, Priority: 7
JOB ID = 578, Re-start Time = 39874, Remaining Time = 11, Priority: 7
JOB ID = 580, Re-start Time = 39899, End Time = 39903, Priority: 7
JOB ID = 596, Re-start Time = 39903, Remaining Time = 21, Priority: 7
JOB ID = 649, Re-start Time = 39928, End Time = 39935, Priority: 7
JOB ID = 660, Re-start Time = 39935, End Time = 39951, Priority: 7
JOB ID = 663, Re-start Time = 39951, Remaining Time = 21, Priority: 7
JOB ID = 688, Re-start Time = 39976, Remaining Time = 4, Priority: 7
JOB ID = 706, Re-start Time = 40001, Remaining Time = 3, Priority: 7
JOB ID = 734, Re-start Time = 40026, Remaining Time = 12, Priority: 7
JOB ID = 756, Re-start Time = 40051, End Time = 40059, Priority: 7
JOB ID = 768, Re-start Time = 40059, End Time = 40075, Priority: 7
JOB ID = 832, Re-start Time = 40075, End Time = 40088, Priority: 7
JOB ID = 838, Re-start Time = 40088, End Time = 40093, Priority: 7
JOB ID = 846, Re-start Time = 40093, End Time = 40105, Priority: 7
JOB ID = 853, Re-start Time = 40105, Remaining Time = 15, Priority: 7
JOB ID = 889, Re-start Time = 40130, End Time = 40139, Priority: 7
JOB ID = 904, Re-start Time = 40139, Remaining Time = 6, Priority: 7
JOB ID = 932, Re-start Time = 40164, Remaining Time = 1, Priority: 7
JOB ID = 933, Re-start Time = 40189, Remaining Time = 6, Priority: 7
JOB ID = 945, Re-start Time = 40214, Remaining Time = 9, Priority: 7
JOB ID = 959, Re-start Time = 40239, End Time = 40242, Priority: 7
JOB ID = 960, Re-start Time = 40242, End Time = 40265, Priority: 7
JOB ID = 971, Re-start Time = 40265, End Time = 40267, Priority: 7
JOB ID = 992, Re-start Time = 40267, End Time = 40290, Priority: 7
JOB ID = 17, Re-start Time = 40290, End Time = 40311, Priority: 7
JOB ID = 22, Re-start Time = 40311, End Time = 40314, Priority: 7
JOB ID = 61, Re-start Time = 40314, End Time = 40321, Priority: 7
JOB ID = 106, Re-start Time = 40321, End Time = 40334, Priority: 7
JOB ID = 214, Re-start Time = 40334, End Time = 40356, Priority: 7
JOB ID = 251, Re-start Time = 40356, End Time = 40375, Priority: 7
JOB ID = 258, Re-start Time = 40375, End Time = 40383, Priority: 7
JOB ID = 304, Re-start Time = 40383, End Time = 40391, Priority: 7
JOB ID = 309, Re-start Time = 40391, End Time = 40394, Priority: 7
JOB ID = 448, Re-start Time = 40394, End Time = 40414, Priority: 7
JOB ID = 578, Re-start Time = 40414, End Time = 40425, Priority: 7
JOB ID = 596, Re-start Time = 40425, End Time = 40446, Priority: 7
JOB ID = 663, Re-start Time = 40446, End Time = 40467, Priority: 7
JOB ID = 688, Re-start Time = 40467, End Time = 40471, Priority: 7
JOB ID = 706, Re-start Time = 40471, End Time = 40474, Priority: 7
JOB ID = 734, Re-start Time = 40474, End Time = 40486, Priority: 7
JOB ID = 853, Re-start Time = 40486, End Time = 40501, Priority: 7
JOB ID = 904, Re-start Time = 40501, End Time = 40507, Priority: 7
JOB ID = 932, Re-start Time = 40507, End Time = 40508, Priority: 7
JOB ID = 933, Re-start Time = 40508, End Time = 40514, Priority: 7
JOB ID = 945, Re-start Time = 40514, End Time = 40523, Priority: 7
JOB ID = 10, Start Time = 40523, Remaining Time = 74, Priority: 8
JOB ID = 16, Start Time = 40548, Remaining Time = 30, Priority: 8
JOB ID = 40, Start Time = 40573, End Time = 40581, Priority: 8
JOB ID = 41, Start Time = 40581, End Time = 40597, Priority: 8
JOB ID = 46, Start Time = 40597, Remaining Time = 29, Priority: 8
JOB ID = 51, Start Time = 40622, Remaining Time = 50, Priority: 8
JOB ID = 73, Start Time = 40647, End Time = 40657, Priority: 8
JOB ID = 80, Start Time = 40657, Remaining Time = 41, Priority: 8
JOB ID = 81, Start Time = 40682, End Time = 40691, Priority: 8
JOB ID = 91, Start Time = 40691, Remaining Time = 65, Priority: 8
JOB ID = 97, Start Time = 40716, Remaining Time = 35, Priority: 8
JOB ID = 102, Start Time = 40741, End Time = 40759, Priority: 8
JOB ID = 104, Start Time = 40759, Remaining Time = 37, Priority: 8
JOB ID = 105, Start Time = 40784, End Time = 40797, Priority: 8
JOB ID = 120, Start Time = 40797, Remaining Time = 56, Priority: 8
JOB ID = 122, Start Time = 40822, Remaining Time = 43, Priority: 8
JOB ID = 132, Start Time = 40847, Remaining Time = 36, Priority: 8
JOB ID = 146, Start Time = 40872, End Time = 40874, Priority: 8
JOB ID = 154, Start Time = 40874, End Time = 40888, Priority: 8
JOB ID = 167, Start Time = 40888, Remaining Time = 5, Priority: 8
JOB ID = 169, Start Time = 40913, End Time = 40935, Priority: 8
JOB ID = 199, Start Time = 40935, Remaining Time = 69, Priority: 8
JOB ID = 201, Start Time = 40960, Remaining Time = 52, Priority: 8
JOB ID = 202, Start Time = 40985, Remaining Time = 9, Priority: 8
JOB ID = 203, Start Time = 41010, End Time = 41032, Priority: 8
JOB ID = 204, Start Time = 41032, End Time = 41043, Priority: 8
JOB ID = 206, Start Time = 41043, End Time = 41054, Priority: 8
JOB ID = 218, Start Time = 41054, Remaining Time = 64, Priority: 8
JOB ID = 224, Start Time = 41079, End Time = 41094, Priority: 8
JOB ID = 231, Start Time = 41094, Remaining Time = 74, Priority: 8
JOB ID = 243, Start Time = 41119, Remaining Time = 8, Priority: 8
JOB ID = 259, Start Time = 41144, End Time = 41156, Priority: 8
JOB ID = 260, Start Time = 41156, Remaining Time = 21, Priority: 8
JOB ID = 279, Start Time = 41181, End Time = 41191, Priority: 8
JOB ID = 286, Start Time = 41191, Remaining Time = 38, Priority: 8
JOB ID = 288, Start Time = 41216, Remaining Time = 28, Priority: 8
JOB ID = 291, Start Time = 41241, End Time = 41264, Priority: 8
JOB ID = 295, Start Time = 41264, Remaining Time = 62, Priority: 8
JOB ID = 296, Start Time = 41289, Remaining Time = 5, Priority: 8
JOB ID = 299, Start Time = 41314, Remaining Time = 66, Priority: 8
JOB ID = 338, Start Time = 41339, Remaining Time = 43, Priority: 8
JOB ID = 339, Start Time = 41364, Remaining Time = 69, Priority: 8
JOB ID = 356, Start Time = 41389, Remaining Time = 64, Priority: 8
JOB ID = 358, Start Time = 41414, Remaining Time = 5, Priority: 8
JOB ID = 361, Start Time = 41439, Remaining Time = 43, Priority: 8
JOB ID = 377, Start Time = 41464, Remaining Time = 57, Priority: 8
JOB ID = 395, Start Time = 41489, Remaining Time = 41, Priority: 8
JOB ID = 398, Start Time = 41514, Remaining Time = 38, Priority: 8
JOB ID = 405, Start Time = 41539, Remaining Time = 39, Priority: 8
JOB ID = 411, Start Time = 41564, End Time = 41577, Priority: 8
JOB ID = 412, Start Time = 41577, End Time = 41593, Priority: 8
JOB ID = 420, Start Time = 41593, End Time = 41609, Priority: 8
JOB ID = 444, Start Time = 41609, Remaining Time = 37, Priority: 8
JOB ID = 464, Start Time = 41634, End Time = 41649, Priority: 8
JOB ID = 476, Start Time = 41649, Remaining Time = 56, Priority: 8
JOB ID = 477, Start Time = 41674, End Time = 41675, Priority: 8
JOB ID = 487, Start Time = 41675, Remaining Time = 72, Priority: 8
JOB ID = 490, Start Time = 41700, Remaining Time = 73, Priority: 8
JOB ID = 491, Start Time = 41725, Remaining Time = 23, Priority: 8
JOB ID = 516, Start Time = 41750, Remaining Time = 50, Priority: 8
JOB ID = 531, Start Time = 41775, Remaining Time = 68, Priority: 8
JOB ID = 547, Start Time = 41800, Remaining Time = 35, Priority: 8
JOB ID = 553, Start Time = 41825, Remaining Time = 15, Priority: 8
JOB ID = 563, Start Time = 41850, Remaining Time = 45, Priority: 8
JOB ID = 572, Start Time = 41875, Remaining Time = 21, Priority: 8
JOB ID = 581, Start Time = 41900, Remaining Time = 33, Priority: 8
JOB ID = 585, Start Time = 41925, Remaining Time = 40, Priority: 8
JOB ID = 606, Start Time = 41950, End Time = 41964, Priority: 8
JOB ID = 646, Start Time = 41964, End Time = 41989, Priority: 8
JOB ID = 665, Start Time = 41989, Remaining Time = 62, Priority: 8
JOB ID = 681, Start Time = 42014, Remaining Time = 26, Priority: 8
JOB ID = 712, Start Time = 42039, End Time = 42049, Priority: 8
JOB ID = 737, Start Time = 42049, Remaining Time = 16, Priority: 8
JOB ID = 739, Start Time = 42074, Remaining Time = 21, Priority: 8
JOB ID = 744, Start Time = 42099, End Time = 42115, Priority: 8
JOB ID = 749, Start Time = 42115, Remaining Time = 30, Priority: 8
JOB ID = 751, Start Time = 42140, Remaining Time = 18, Priority: 8
JOB ID = 759, Start Time = 42165, Remaining Time = 19, Priority: 8
JOB ID = 787, Start Time = 42190, Remaining Time = 70, Priority: 8
JOB ID = 809, Start Time = 42215, Remaining Time = 41, Priority: 8
JOB ID = 812, Start Time = 42240, End Time = 42256, Priority: 8
JOB ID = 813, Start Time = 42256, Remaining Time = 10, Priority: 8
JOB ID = 843, Start Time = 42281, Remaining Time = 5, Priority: 8
JOB ID = 856, Start Time = 42306, Remaining Time = 44, Priority: 8
JOB ID = 867, Start Time = 42331, Remaining Time = 30, Priority: 8
JOB ID = 869, Start Time = 42356, Remaining Time = 11, Priority: 8
JOB ID = 895, Start Time = 42381, Remaining Time = 63, Priority: 8
JOB ID = 905, Start Time = 42406, End Time = 42427, Priority: 8
JOB ID = 907, Start Time = 42427, End Time = 42430, Priority: 8
JOB ID = 920, Start Time = 42430, Remaining Time = 50, Priority: 8
JOB ID = 922, Start Time = 42455, End Time = 42475, Priority: 8
JOB ID = 927, Start Time = 42475, Remaining Time = 24, Priority: 8
JOB ID = 934, Start Time = 42500, Remaining Time = 13, Priority: 8
JOB ID = 951, Start Time = 42525, Remaining Time = 11, Priority: 8
JOB ID = 956, Start Time = 42550, Remaining Time = 50, Priority: 8
JOB ID = 962, Start Time = 42575, Remaining Time = 10, Priority: 8
JOB ID = 970, Start Time = 42600, Remaining Time = 3, Priority: 8
JOB ID = 983, Start Time = 42625, Remaining Time = 2, Priority: 8
JOB ID = 995, Start Time = 42650, Remaining Time = 64, Priority: 8
JOB ID = 10, Re-start Time = 42675, Remaining Time = 49, Priority: 8
JOB ID = 16, Re-start Time = 42700, Remaining Time = 5, Priority: 8
JOB ID = 46, Re-start Time = 42725, Remaining Time = 4, Priority: 8
JOB ID = 51, Re-start Time = 42750, Remaining Time = 25, Priority: 8
JOB ID = 80, Re-start Time = 42775, Remaining Time = 16, Priority: 8
JOB ID = 91, Re-start Time = 42800, Remaining Time = 40, Priority: 8
JOB ID = 97, Re-start Time = 42825, Remaining Time = 10, Priority: 8
JOB ID = 104, Re-start Time = 42850, Remaining Time = 12, Priority: 8
JOB ID = 120, Re-start Time = 42875, Remaining Time = 31, Priority: 8
JOB ID = 122, Re-start Time = 42900, Remaining Time = 18, Priority: 8
JOB ID = 132, Re-start Time = 42925, Remaining Time = 11, Priority: 8
JOB ID = 167, Re-start Time = 42950, End Time = 42955, Priority: 8
JOB ID = 199, Re-start Time = 42955, Remaining Time = 44, Priority: 8
JOB ID = 201, Re-start Time = 42980, Remaining Time = 27, Priority: 8
JOB ID = 202, Re-start Time = 43005, End Time = 43014, Priority: 8
JOB ID = 218, Re-start Time = 43014, Remaining Time = 39, Priority: 8
JOB ID = 231, Re-start Time = 43039, Remaining Time = 49, Priority: 8
JOB ID = 243, Re-start Time = 43064, End Time = 43072, Priority: 8
JOB ID = 260, Re-start Time = 43072, End Time = 43093, Priority: 8
JOB ID = 286, Re-start Time = 43093, Remaining Time = 13, Priority: 8
JOB ID = 288, Re-start Time = 43118, Remaining Time = 3, Priority: 8
JOB ID = 295, Re-start Time = 43143, Remaining Time = 37, Priority: 8
JOB ID = 296, Re-start Time = 43168, End Time = 43173, Priority: 8
JOB ID = 299, Re-start Time = 43173, Remaining Time = 41, Priority: 8
JOB ID = 338, Re-start Time = 43198, Remaining Time = 18, Priority: 8
JOB ID = 339, Re-start Time = 43223, Remaining Time = 44, Priority: 8
JOB ID = 356, Re-start Time = 43248, Remaining Time = 39, Priority: 8
JOB ID = 358, Re-start Time = 43273, End Time = 43278, Priority: 8
JOB ID = 361, Re-start Time = 43278, Remaining Time = 18, Priority: 8
JOB ID = 377, Re-start Time = 43303, Remaining Time = 32, Priority: 8
JOB ID = 395, Re-start Time = 43328, Remaining Time = 16, Priority: 8
JOB ID = 398, Re-start Time = 43353, Remaining Time = 13, Priority: 8
JOB ID = 405, Re-start Time = 43378, Remaining Time = 14, Priority: 8
JOB ID = 444, Re-start Time = 43403, Remaining Time = 12, Priority: 8
JOB ID = 476, Re-start Time = 43428, Remaining Time = 31, Priority: 8
JOB ID = 487, Re-start Time = 43453, Remaining Time = 47, Priority: 8
JOB ID = 490, Re-start Time = 43478, Remaining Time = 48, Priority: 8
JOB ID = 491, Re-start Time = 43503, End Time = 43526, Priority: 8
JOB ID = 516, Re-start Time = 43526, Remaining Time = 25, Priority: 8
JOB ID = 531, Re-start Time = 43551, Remaining Time = 43, Priority: 8
JOB ID = 547, Re-start Time = 43576, Remaining Time = 10, Priority: 8
JOB ID = 553, Re-start Time = 43601, End Time = 43616, Priority: 8
JOB ID = 563, Re-start Time = 43616, Remaining Time = 20, Priority: 8
JOB ID = 572, Re-start Time = 43641, End Time = 43662, Priority: 8
JOB ID = 581, Re-start Time = 43662, Remaining Time = 8, Priority: 8
JOB ID = 585, Re-start Time = 43687, Remaining Time = 15, Priority: 8
JOB ID = 665, Re-start Time = 43712, Remaining Time = 37, Priority: 8
JOB ID = 681, Re-start Time = 43737, Remaining Time = 1, Priority: 8
JOB ID = 737, Re-start Time = 43762, End Time = 43778, Priority: 8
JOB ID = 739, Re-start Time = 43778, End Time = 43799, Priority: 8
JOB ID = 749, Re-start Time = 43799, Remaining Time = 5, Priority: 8
JOB ID = 751, Re-start Time = 43824, End Time = 43842, Priority: 8
JOB ID = 759, Re-start Time = 43842, End Time = 43861, Priority: 8
JOB ID = 787, Re-start Time = 43861, Remaining Time = 45, Priority: 8
JOB ID = 809, Re-start Time = 43886, Remaining Time = 16, Priority: 8
JOB ID = 813, Re-start Time = 43911, End Time = 43921, Priority: 8
JOB ID = 843, Re-start Time = 43921, End Time = 43926, Priority: 8
JOB ID = 856, Re-start Time = 43926, Remaining Time = 19, Priority: 8
JOB ID = 867, Re-start Time = 43951, Remaining Time = 5, Priority: 8
JOB ID = 869, Re-start Time = 43976, End Time = 43987, Priority: 8
JOB ID = 895, Re-start Time = 43987, Remaining Time = 38, Priority: 8
JOB ID = 920, Re-start Time = 44012, Remaining Time = 25, Priority: 8
JOB ID = 927, Re-start Time = 44037, End Time = 44061, Priority: 8
JOB ID = 934, Re-start Time = 44061, End Time = 44074, Priority: 8
JOB ID = 951, Re-start Time = 44074, End Time = 44085, Priority: 8
JOB ID = 956, Re-start Time = 44085, Remaining Time = 25, Priority: 8
JOB ID = 962, Re-start Time = 44110, End Time = 44120, Priority: 8
JOB ID = 970, Re-start Time = 44120, End Time = 44123, Priority: 8
JOB ID = 983, Re-start Time = 44123, End Time = 44125, Priority: 8
JOB ID = 995, Re-start Time = 44125, Remaining Time = 39, Priority: 8
JOB ID = 10, Re-start Time = 44150, Remaining Time = 24, Priority: 8
JOB ID = 16, Re-start Time = 44175, End Time = 44180, Priority: 8
JOB ID = 46, Re-start Time = 44180, End Time = 44184, Priority: 8
JOB ID = 51, Re-start Time = 44184, End Time = 44209, Priority: 8
JOB ID = 80, Re-start Time = 44209, End Time = 44225, Priority: 8
JOB ID = 91, Re-start Time = 44225, Remaining Time = 15, Priority: 8
JOB ID = 97, Re-start Time = 44250, End Time = 44260, Priority: 8
JOB ID = 104, Re-start Time = 44260, End Time = 44272, Priority: 8
JOB ID = 120, Re-start Time = 44272, Remaining Time = 6, Priority: 8
JOB ID = 122, Re-start Time = 44297, End Time = 44315, Priority: 8
JOB ID = 132, Re-start Time = 44315, End Time = 44326, Priority: 8
JOB ID = 199, Re-start Time = 44326, Remaining Time = 19, Priority: 8
JOB ID = 201, Re-start Time = 44351, Remaining Time = 2, Priority: 8
JOB ID = 218, Re-start Time = 44376, Remaining Time = 14, Priority: 8
JOB ID = 231, Re-start Time = 44401, Remaining Time = 24, Priority: 8
JOB ID = 286, Re-start Time = 44426, End Time = 44439, Priority: 8
JOB ID = 288, Re-start Time = 44439, End Time = 44442, Priority: 8
JOB ID = 295, Re-start Time = 44442, Remaining Time = 12, Priority: 8
JOB ID = 299, Re-start Time = 44467, Remaining Time = 16, Priority: 8
JOB ID = 338, Re-start Time = 44492, End Time = 44510, Priority: 8
JOB ID = 339, Re-start Time = 44510, Remaining Time = 19, Priority: 8
JOB ID = 356, Re-start Time = 44535, Remaining Time = 14, Priority: 8
JOB ID = 361, Re-start Time = 44560, End Time = 44578, Priority: 8
JOB ID = 377, Re-start Time = 44578, Remaining Time = 7, Priority: 8
JOB ID = 395, Re-start Time = 44603, End Time = 44619, Priority: 8
JOB ID = 398, Re-start Time = 44619, End Time = 44632, Priority: 8
JOB ID = 405, Re-start Time = 44632, End Time = 44646, Priority: 8
JOB ID = 444, Re-start Time = 44646, End Time = 44658, Priority: 8
JOB ID = 476, Re-start Time = 44658, Remaining Time = 6, Priority: 8
JOB ID = 487, Re-start Time = 44683, Remaining Time = 22, Priority: 8
JOB ID = 490, Re-start Time = 44708, Remaining Time = 23, Priority: 8
JOB ID = 516, Re-start Time = 44733, End Time = 44758, Priority: 8
JOB ID = 531, Re-start Time = 44758, Remaining Time = 18, Priority: 8
JOB ID = 547, Re-start Time = 44783, End Time = 44793, Priority: 8
JOB ID = 563, Re-start Time = 44793, End Time = 44813, Priority: 8
